,doi
5375,10.1073/pnas.0904720106
5376,10.1016/j.ccr.2011.06.016
5379,10.1101/gad.2036411
5380,10.1038/onc.2010.269
5381,10.1101/gr.131508.111
5382,10.1101/gad.173435.111
5383,10.1101/gr.119347.110
5386,10.1016/j.ccr.2011.04.010
5388,10.1593/neo.10866
5390,10.1186/1471-2105-11-369
5391,10.1101/gad.1903310
5392,10.1371/journal.pone.0007075
5393,10.1093/nar/gkp1180
5394,10.1016/j.ccr.2010.03.018
5395,10.1002/mc.21833
5396,10.1002/pros.22937
5397,10.1002/pros.21323
5398,10.1016/j.humpath.2012.02.008
5399,10.1530/erc-12-0328
5400,10.1530/erc-11-0010
5401,10.1016/j.eururo.2011.02.027
5402,10.1002/mc.21978
5403,10.1158/1535-7163.mct-12-0621
5404,10.1093/jjco/hys072
5405,10.3892/ijo.2012.1593
5406,10.2174/22127070114019990002
5407,10.1158/0008-5472.can-11-0943
5408,10.1007/s11481-010-9223-x
5409,10.1002/pros.22695
5410,10.1109/tbme.2012.2213599
5411,10.1088/1742-6596/224/1/012113
5412,10.1002/pros.21393
5413,10.1117/12.876489
5414,10.1074/jbc.m112.344671
5415,10.1371/journal.pone.0009646
5416,10.1002/stem.1619
5418,10.1186/1741-7007-8-153
5419,10.1091/mbc.e09-06-0486
5421,10.1073/pnas.1003528107
5423,10.1124/mol.112.079889
5424,10.1016/j.ccr.2009.04.003
5425,10.1016/j.nano.2009.07.008
5426,10.1166/jnn.2010.2596
5427,10.1166/jbn.2012.1465
5428,10.1016/j.biomaterials.2013.01.062
5429,10.2174/1874764711306010007
5430,10.7150/thno.5327
5431,10.1002/adhm.201100055
5432,10.1007/s00396-009-2144-7
5433,10.1166/jnn.2009.m21
5434,10.1016/j.actbio.2012.04.042
5435,10.1007/s11051-011-0632-4
5436,10.1016/j.nano.2010.01.012
5437,10.1016/j.ijrobp.2009.07.1459
5438,10.1118/1.3488887
5440,10.1118/1.3181701
5441,10.1118/1.3182217
5442,10.1016/j.ijrobp.2009.07.1640
5443,10.1088/0031-9155/55/13/002
5445,10.1002/ijc.25615
5446,10.1158/1078-0432.ccr-10-1863
5447,10.5732/cjc.011.10225
5448,10.1158/0008-5472.can-09-4712
5449,10.1038/onc.2012.64
5450,10.1038/onc.2011.92
5451,10.1124/jpet.110.168294
5452,10.1038/ejhg.2012.188
5453,10.1007/s12672-013-0152-z
5454,10.1016/j.ijrobp.2009.11.056
5456,10.1118/1.3182627
5457,10.1118/1.3182339
5458,10.1016/j.ijrobp.2009.07.1305
5459,10.1093/bioinformatics/btp702
5460,10.1158/0008-5472.can-08-3810
5461,10.1371/journal.pone.0006146
5462,10.1158/0008-5472.can-10-3268
5463,10.1016/j.molcel.2011.10.012
5464,10.1016/j.ccr.2009.08.016
5465,10.1016/j.biocel.2010.07.015
5466,10.1016/j.tig.2010.03.004
5467,10.1158/1078-0432.ccr-10-2650
5468,10.1016/j.eururo.2011.07.011
5469,10.1158/0008-5472.can-12-1335
5470,10.1097/ppo.0b013e31823e69ac
5471,10.1210/en.2009-0991
5472,10.1210/en.2013-2019
5474,10.1126/scisignal.2001450
5475,10.1242/jcs.080341
5476,10.1021/pr201077d
5477,10.1371/journal.pone.0050217
5478,10.1016/j.clim.2011.04.015
5479,10.1371/journal.pone.0011311
5481,10.4049/jimmunol.0800924
5482,10.1016/j.clim.2011.04.017
5483,10.1016/j.clim.2011.03.016
5484,10.1002/eji.200939897
5485,10.1088/0957-4484/22/50/505101
5486,10.1073/pnas.1014598108
5487,10.1172/jci66666
5489,10.1172/jci58540
5491,10.1002/ijc.28507
5492,10.1158/0008-5472.can-09-4440
5493,10.1158/1078-0432.ccr-11-1548
5494,10.1074/jbc.m109.053348
5495,10.1091/mbc.e10-05-0403
5496,10.1371/journal.pone.0032846
5499,10.1091/mbc.e12-07-0537
5502,10.1371/journal.pone.0012920
5503,10.1002/pros.22630
5504,10.1117/12.874079
5505,10.1021/ic302340c
5506,10.1038/onc.2009.145
5507,10.1038/ncb1849
5508,10.1038/nature08815
5509,10.1016/j.cell.2012.02.065
5510,10.1039/c1nj20206e
5511,10.1117/12.850175
5512,10.1117/12.885271
5513,10.2174/138920111795470967
5514,10.1366/10-06112
5515,10.1016/j.jphotobiol.2010.12.012
5516,10.1016/j.neuroimage.2011.01.020
5517,10.1142/s179354581100154x
5518,10.1016/j.eswa.2009.11.032
5519,10.2174/138920110790909623
5520,10.1021/jp104075f
5521,10.1109/iembs.2009.5334830
5522,10.1117/1.jbo.17.4.046003
5523,10.1364/biomed.2012.jm3a.21
5524,10.1073/pnas.1112570109
5525,10.4161/cc.21401
5526,10.1593/neo.09572
5527,10.1158/0008-5472.can-08-4926
5528,10.1021/ac102319g
5529,10.1038/nchembio.2131
5531,10.1158/1078-0432.ccr-11-2090
5532,10.1186/1755-8794-4-84
5533,10.1155/2012/303019
5534,10.4061/2011/281863
5535,10.1208/s12248-011-9279-4
5536,10.1016/j.tibs.2009.10.003
5537,10.1021/jm300015m
5538,10.1074/jbc.m110.203240
5539,10.1158/1940-6207.capr-12-0057
5540,10.1093/carcin/bgp112
5541,10.1002/pros.22530
5542,10.1016/j.bbagen.2011.08.017
5543,10.1038/cddis.2011.141
5544,10.1038/mt.2012.48
5545,10.1371/journal.pone.0049721
5546,10.1002/cmdc.201000478
5547,10.1021/mp3004463
5548,10.1021/mp200434n
5549,10.1021/bc2000879
5550,10.1523/jneurosci.4480-11.2012
5551,10.1158/2159-8290.cd-13-0346
5552,10.1083/jcb.201105009
5553,10.1091/mbc.e10-12-0956
5554,10.1016/j.ccr.2011.07.013
5555,10.1038/ng.556
5556,10.1038/nbt0910-904
5557,10.1016/j.ccr.2010.06.011
5558,10.1093/carcin/bgr316
5559,10.1007/s00439-012-1148-4
5560,10.1093/carcin/bgt156
5561,10.1371/journal.pone.0036212
5562,10.1074/mcp.m113.030643
5563,10.1074/mcp.r112.026930
5564,10.1016/j.jprot.2012.01.024
5565,10.1002/pros.21262
5566,10.1200/jco.2015.33.15_suppl.e16016
5567,10.1200/jco.2012.30.5_suppl.89
5569,10.1200/jco.2012.30.15_suppl.4568
5570,10.1200/jco.2012.30.15_suppl.tps4694
5571,10.1200/jco.2012.30.5_suppl.115
5572,10.1200/jco.2012.30.15_suppl.4513
5573,10.1200/jco.2012.30.15_suppl.4521
5574,10.1200/jco.2011.29.15_suppl.4516
5576,10.1200/jco.2011.29.7_suppl.121
5577,10.1200/jco.2011.29.15_suppl.4650
5578,10.1200/jco.2011.29.15_suppl.tps190
5579,10.1200/jco.2011.29.7_suppl.127
5580,10.1200/jco.2012.30.15_suppl.4562
5581,10.1200/jco.2011.36.5791
5582,10.1200/jco.2012.30.15_suppl.4654
5583,10.1200/jco.2012.30.5_suppl.43
5584,10.1200/jco.2011.29.7_suppl.38
5585,10.1200/jco.2011.29.15_suppl.4635
5586,10.1200/jco.2015.33.15_suppl.tps5074
5587,10.1200/jco.2015.33.7_suppl.188
5588,10.1200/jco.2015.33.15_suppl.5000
5589,10.1200/jco.2014.55.3487
5590,10.1200/jco.2014.32.15_suppl.tps5105
5591,10.1586/14737140.2014.848065
5592,10.1200/jco.2015.33.7_suppl.35
5593,10.1200/jco.2014.32.4_suppl.222
5594,10.1200/jco.2014.32.15_suppl.5030
5595,10.1200/jco.2015.33.7_suppl.238
5596,10.1007/s10637-014-0099-0
5598,10.1038/bjc.2013.619
5599,10.1158/1940-6207.capr-12-0423
5601,10.1038/pcan.2012.20
5602,10.1200/jco.2013.50.1684
5603,10.1007/s00280-013-2224-8
5604,10.1038/nrclinonc.2013.30
5605,10.1093/annonc/mdt107
5608,10.1200/jco.2015.33.7_suppl.171
5609,10.1200/jco.2014.32.4_suppl.83
5610,10.1200/jco.2014.32.4_suppl.71
5611,10.1200/jco.2014.32.15_suppl.5029
5612,10.1016/j.clgc.2014.08.007
5614,10.1200/jco.2014.32.4_suppl.126
5615,10.1200/jco.2014.32.15_suppl.e16042
5616,10.1007/s10637-014-0199-x
5618,10.1200/jco.2014.32.15_suppl.tps5106
5619,10.1200/jco.2014.32.15_suppl.5026
5620,10.1200/jco.2014.32.15_suppl.5024
5621,10.1200/jco.2014.32.4_suppl.243
5622,10.1200/jco.2014.32.15_suppl.e16060
5623,10.1200/jco.2015.33.7_suppl.146
5624,10.1200/jco.2014.32.4_suppl.148
5625,10.1200/jco.2015.33.15_suppl.5010
5626,10.1007/s00280-010-1289-x
5627,10.1200/jco.2010.28.15_suppl.4669
5628,10.1200/jco.2009.25.9259
5631,10.1200/jco.2009.24.6819
5632,10.1158/1078-0432.ccr-10-2955
5634,10.1016/j.urology.2011.01.006
5637,10.1016/j.ctrv.2010.02.015
5638,10.1097/cad.0b013e3283355211
5640,10.1002/cncr.24960
5641,10.1158/1078-0432.ccr-10-1928
5643,10.1373/clinchem.2010.150896
5644,10.1200/jco.2009.24.1281
5645,10.1158/1078-0432.ccr-09-1722
5649,10.1517/13543781003639427
5650,10.1200/jco.2012.30.15_suppl.4665
5651,10.1200/jco.2012.30.15_suppl.tps4695
5652,10.1200/jco.2012.30.15_suppl.4549
5653,10.2967/jnumed.114.146936
5655,10.1038/pcan.2014.28
5656,10.1200/jco.2012.48.6431
5658,10.1038/pcan.2013.15
5659,10.1158/1078-0432.ccr-14-1220
5661,10.1200/jop.2013.000876
5663,10.1038/bjc.2012.339
5664,10.1158/1078-0432.ccr-12-2605
5665,10.1038/pcan.2013.28
5666,10.1158/1078-0432.ccr-13-1581
5668,10.1038/pcan.2013.40
5669,10.1016/j.hoc.2013.08.005
5670,10.1200/jco.2011.35.6295
5671,10.1002/cncr.26437
5672,10.1007/s00280-011-1759-9
5673,10.1002/pros.21449
5674,10.1093/annonc/mds078
5675,10.2174/1389201011314030006
5676,10.1200/jco.2011.29.15_suppl.4532
5677,10.1002/pros.22481
5678,10.1002/cncr.27791
5679,10.1038/pcan.2011.31
5680,10.1200/jco.2011.29.15_suppl.tps193
5681,10.1155/2012/973820
5682,10.1038/srep10411
5683,10.1038/nutd.2015.14
5684,10.1001/jama.2009.1691
5685,10.1016/j.clgc.2014.12.004
5689,10.1158/1078-0432.ccr-14-1595
5690,10.1016/j.yexcr.2010.03.007
5691,10.1093/annonc/mdp270
5692,10.1007/s10620-009-0839-8
5693,10.1210/jc.2012-3856
5694,10.1007/s11912-013-0293-9
5695,10.1056/nejmoa1207506
5696,10.1016/j.eururo.2013.09.005
5697,10.1016/j.juro.2011.02.1549
5698,10.1016/j.urology.2010.03.024
5699,10.18632/oncotarget.130
5700,10.1016/j.canlet.2012.09.016
5701,10.1016/j.ccr.2010.03.019
5702,10.1002/anie.201002906
5703,10.1002/bip.21433
5704,10.1002/anie.201301068
5705,10.1007/s00726-009-0338-4
5706,10.1021/bi201430f
5707,10.2174/138161211798999438
5708,10.1074/jbc.r111.305508
5709,10.1016/j.bmcl.2012.02.080
5710,10.1039/c2mb05451e
5711,10.1016/j.jconrel.2011.08.030
5712,10.2174/1874467211003030153
5713,10.1007/s11095-010-0325-1
5714,10.1073/pnas.1107849108
5715,10.1002/cbic.200900534
5716,10.1158/0008-5472.can-11-1138
5717,10.1084/jem.20130590
5718,10.1158/1541-7786.mcr-13-0108
5719,10.1158/1541-7786.mcr-12-0551
5720,10.4155/fmc.11.161
5721,10.1158/0008-5472.can-10-4374
5722,10.1158/0008-5472.can-09-3016
5723,10.1002/path.2687
5724,10.1021/bc200645n
5725,10.1002/pros.21397
5726,10.1007/978-1-4614-0730-0_8
5727,10.1016/b978-0-12-396962-0.00002-1
5728,10.3109/10520295.2012.754496
5730,10.3109/10520295.2013.807066
5732,10.18632/oncotarget.1953
5734,10.1002/pmic.201100663
5735,10.3109/10520295.2013.807069
5737,10.3109/10520295.2014.904927
5739,10.1016/j.mpdhp.2013.06.015
5740,10.1016/j.ajpath.2013.09.027
5742,10.1080/10520295.2016.1179342
5743,10.1007/978-1-4614-3697-3_5
5745,10.3233/cbm-2011-0159
5747,10.3233/cbm-2011-0172
5749,10.3233/cbm-2011-0204
5751,10.1007/978-1-4614-4800-6_17
5752,10.3109/10520295.2012.730152
5753,10.1016/j.ajpath.2011.03.008
5754,10.1007/978-1-4614-8039-6_15
5755,10.1073/pnas.1108745108
5757,10.1038/ng.2279
5758,10.1371/journal.pone.0074671
5760,10.1016/j.nantod.2011.04.001
5762,10.1016/j.biomaterials.2012.04.029
5765,10.4049/jimmunol.1201271
5767,10.1158/2326-6066.cir-13-0109
5768,10.1016/j.jconrel.2013.05.037
5769,10.1177/1947601913479020
5770,10.5402/2012/627596
5771,10.1186/1471-2199-15-6
5772,10.1186/1756-0500-3-68
5773,10.1002/pros.21358
5774,10.1186/1756-0500-4-13
5775,10.18632/oncotarget.3598
5776,10.4172/jpb.1000327
5777,10.1002/pros.22566
5778,10.1117/12.911637
5779,10.1148/radiol.13121454
5780,10.1148/radiol.13121319
5781,10.1002/jmri.24086
5782,10.1148/radiol.14131320
5783,10.1158/1078-0432.ccr-13-1863
5788,10.1158/0008-5472.can-11-3892
5789,10.1097/cco.0b013e32835105b3
5791,10.1371/journal.pone.0063563
5792,10.1038/pcan.2013.37
5793,10.1074/jbc.m111.304519
5794,10.1158/1541-7786.mcr-12-0618
5795,10.1021/bc4005427
5796,10.1093/nar/gkr029
5797,10.1016/j.biomaterials.2009.11.081
5798,10.1016/j.addr.2010.11.005
5799,10.1021/mp500099g
5800,10.1007/s11095-014-1375-6
5801,10.1371/journal.pone.0040021
5802,10.1007/s13346-011-0042-2
5803,10.1002/pola.26392
5804,10.1007/s11095-012-0737-1
5805,10.1007/s11095-011-0608-1
5806,10.1002/jps.22467
5807,10.1016/j.addr.2011.05.002
5808,10.1021/bm100561v
5809,10.1002/adfm.201400080
5810,10.1002/adma.201104070
5811,10.1371/journal.pone.0122323
5812,10.1016/j.nantod.2014.12.003
5813,10.1002/adfm.201301763
5814,10.1124/jpet.109.160044
5815,10.1002/adma.201201251
5816,10.1371/journal.pone.0049144
5817,10.1016/j.ajpath.2011.01.050
5818,10.1038/oncsis.2013.45
5819,10.1038/cr.2013.37
5820,10.1002/pros.22665
5823,10.1371/journal.pone.0064503
5824,10.1016/j.juro.2012.08.014
5825,10.1186/1479-5876-11-199
5826,10.1186/gb-2012-13-10-r88
5828,10.1371/journal.pone.0077366
5829,10.1371/journal.pone.0043295
5830,10.1158/0008-5472.can-09-4100
5831,10.1038/pcan.2016.4
5832,10.1158/1538-7445.am2012-5438
5833,10.1073/pnas.1100489108
5835,10.1093/bioinformatics/btt131
5836,10.1016/j.mce.2011.07.011
5837,10.1186/s12943-015-0395-0
5838,10.1002/pros.22984
5839,10.1017/cbo9780511777271.025
5840,10.2217/epi.11.101
5841,10.1016/j.yexcr.2015.02.004
5842,10.1007/7651_2013_18
5843,10.4172/2168-9431.1000i104
5844,10.18632/oncotarget.942
5845,10.1186/2050-6511-14-11
5846,10.1038/pcan.2015.46
5847,10.1016/j.urolonc.2014.09.002
5849,10.1016/j.ymeth.2013.06.034
5851,10.1158/1541-7786.mcr-10-0490
5852,10.1002/pro.2097
5853,10.1158/1541-7786.mcr-12-0314
5854,10.1038/aja.2013.14
5855,10.1042/bj20110788
5856,10.1074/jbc.m110.171348
5857,10.1038/s41388-017-0098-7
5858,10.1002/pros.22855
5859,10.1586/eem.11.24
5861,10.1007/s12026-010-8165-y
5862,10.1128/jvi.05624-11
5863,10.1093/carcin/bgs227
5864,10.1016/j.str.2013.03.003
5865,10.1016/j.molmed.2010.09.006
5866,10.1073/pnas.1303524110
5867,10.1016/j.cmet.2014.03.003
5868,10.1007/s12307-011-0081-8
5869,10.1530/erc-11-0278
5870,10.1158/0008-5472.can-11-2928
5871,10.1371/journal.pone.0027178
5872,10.1002/pros.21465
5873,10.18632/oncotarget.1314
5874,10.1016/j.urology.2012.02.075
5875,10.1016/j.urology.2012.01.034
5876,10.1073/pnas.1200853109
5877,10.1021/ja404940s
5878,10.1128/jcm.00679-11
5879,10.1155/2009/519563
5880,10.1530/erc-11-0072
5881,10.1038/onc.2013.83
5884,10.1016/j.chembiol.2013.01.015
5885,10.1128/mcb.05429-11
5886,10.1016/j.tig.2011.05.006
5887,10.1038/ncb2140
5888,10.2174/1389450111314040006
5889,10.1039/c2fo10254d
5890,10.1007/978-1-4614-1683-8_10
5891,10.1101/gr.105361.110
5892,10.3389/fphys.2012.00276
5893,10.1038/nbt.2038
5894,10.1073/pnas.1016218107
5895,10.2174/1876822901003010086
5896,10.1038/nbt.1947
5897,10.1158/0008-5472.can-11-2724
5898,10.1007/978-1-4614-6498-3_9
5899,10.1016/j.media.2011.05.017
5900,10.1002/jmri.23540
5901,10.1109/tmi.2011.2178254
5903,10.1016/j.media.2011.03.004
5904,10.1007/s10585-012-9507-z
5905,10.1038/nbt.1914
5908,10.1038/nm0311-291
5909,10.1038/nature11125
5911,10.1016/j.cell.2012.04.041
5913,10.1126/scitranslmed.3003180
5914,10.1084/jem.201108402093c
5915,10.1177/1557988312437240
5917,10.1158/1078-0432.ccr-13-3085
5918,10.1002/pros.22699
5920,10.1158/1055-9965.epi-12-0707
5921,10.1002/pros.22486
5922,10.3389/fimmu.2016.00053
5923,10.1016/j.cell.2014.08.017
5924,10.1158/2159-8290.cd-14-0985
5925,10.1158/1535-7163.mct-14-0542-t
5926,10.1038/nature09409
5927,10.1038/nm.3216
5928,10.1002/pros.22792
5930,10.1038/srep35354
5931,10.1002/pros.22745
5932,10.1200/jco.2010.33.7675
5933,10.1371/journal.pone.0030192
5934,10.1158/1078-0432.ccr-11-0644
5935,10.1155/2012/185435
5937,10.1346/ccmn.2013.0610101
5938,10.1364/oe.19.021643
5939,10.1002/emmm.201202367
5940,10.4161/cbt.9.3.10656
5941,10.1515/bc.2010.044
5942,10.1158/0008-5472.can-11-1035
5943,10.1038/nm.2284
5944,10.1007/s00520-012-1666-6
5945,10.2144/000114063
5946,10.1007/s10585-012-9561-6
5947,10.1155/2012/781459
5948,10.1007/s12672-013-0131-4
5949,10.1158/0008-5472.can-12-3630
5950,10.2174/1389450111314040005
5951,10.1074/jbc.m112.352930
5952,10.1038/onc.2011.637
5953,10.1158/0008-5472.can-10-1998
5955,10.1530/erc-11-0141
5956,10.1002/nbm.1616
5957,10.1074/jbc.m111.265124
5958,10.1074/jbc.m111.338350
5959,10.1016/j.jconrel.2012.09.020
5960,10.18632/aging.100524
5961,10.1002/pros.21379
5962,10.1002/pros.22632
5963,10.1210/me.2011-1130
5964,10.1158/0008-5472.can-10-2512
5965,10.2174/1389450111314040009
5966,10.1093/carcin/bgt126
5967,10.2174/1389450111314040001
5968,10.1007/978-1-4614-6182-1_16
5969,10.7150/ijbs.8479
5970,10.1093/bioinformatics/bts356
5971,10.1093/nar/gkr934
5972,10.1093/carcin/bgr119
5973,10.4161/cc.27727
5974,10.1158/0008-5472.can-11-2127
5975,10.3390/cancers5030943
5976,10.1016/j.humimm.2013.04.008
5977,10.4161/onci.27317
5978,10.1016/j.humimm.2013.08.280
5979,10.1158/1055-9965.epi-13-0612
5980,10.1093/infdis/jis317
5981,10.1111/cei.12247
5982,10.1007/s00251-012-0660-y
5983,10.1158/1078-0432.ccr-11-2103
5984,10.1016/j.jneuroim.2014.03.003
5985,10.4161/onci.28609
5986,10.1158/1078-0432.ccr-13-3116
5987,10.1007/s11934-012-0251-3
5988,10.1016/j.juro.2012.07.100
5989,10.1158/1535-7163.mct-11-0907
5990,10.1093/carcin/bgr212
5991,10.1002/pros.22535
5992,10.1016/j.eururo.2011.10.025
5993,10.1016/j.urology.2012.07.008
5994,10.1016/j.juro.2012.07.099
5995,10.1016/j.eururo.2011.12.014
5996,10.1002/pros.21469
5997,10.1186/1476-4598-9-183
5998,10.1016/j.urology.2011.07.1384
5999,10.1002/pros.21357
6000,10.1016/j.juro.2010.11.090
6001,10.1038/pcan.2012.21
6002,10.1016/j.eururo.2011.03.029
6003,10.1016/j.juro.2011.04.072
6004,10.1371/journal.pone.0049893
6005,10.1002/9780470747803.ch7
6006,10.1016/j.ijpharm.2011.05.068
6007,10.1016/j.nantod.2012.04.002
6009,10.3109/1061186x.2011.623701
6010,10.1016/j.jconrel.2012.12.007
6011,10.1158/0008-5472.can-10-1031
6012,10.1021/pr200551e
6013,10.1002/pmic.201100348
6014,10.1002/pmic.201100626
6015,10.1016/j.ejmech.2016.04.033
6016,10.1158/0008-5472.can-09-3468
6017,10.1074/jbc.m110.170720
6019,10.1158/1078-0432.ccr-12-3049
6020,10.1088/0031-9155/58/2/205
6022,10.1088/0031-9155/57/16/5245
6023,10.1109/nssmic.2011.6153756
6024,10.1109/nssmic.2011.6152688
6025,10.1117/12.911325
6026,10.1109/nssmic.2011.6152692
6027,10.1063/1.3572263
6028,10.1109/nssmic.2011.6153794
6030,10.1117/12.878915
6031,10.1088/0031-9155/55/22/001
6032,10.1109/tmi.2010.2089695
6033,10.1371/journal.pone.0017539
6034,10.1186/1471-2148-13-19
6035,10.1038/pcan.2013.4
6036,10.1016/j.cell.2013.03.021
6040,10.1073/pnas.1117405109
6041,10.12659/msm.883540
6042,10.1007/s10555-013-9487-8
6043,10.1371/journal.pone.0060983
6044,10.1158/0008-5472.can-13-2543
6045,10.1088/0957-4484/21/38/385604
6046,10.2147/ijn.s22953
6047,10.1172/jci64750
6048,10.1007/978-1-4614-7070-0_8
6049,10.1158/1541-7786.mcr-12-0710
6050,10.1038/mt.2010.243
6051,10.1021/ml3003204
6052,10.3892/ijo.2013.2022
6053,10.1002/humu.21465
6054,10.3389/fgene.2012.00174
6055,10.1158/0008-5472.can-11-0042
6056,10.1074/jbc.m113.477216
6057,10.1093/jmcb/mjs042
6058,10.1002/pros.21474
6059,10.1007/978-1-61779-243-4_16
6060,10.1016/j.canlet.2011.10.006
6061,10.1021/bc300091d
6062,10.1021/mz300105n
6063,10.1016/j.nucmedbio.2013.03.001
6064,10.1118/1.4771957
6065,10.1364/josaa.30.000791
6066,10.1364/josaa.29.000545
6067,10.1364/josaa.29.001445
6068,10.1364/opn.22.12.000024
6069,10.1158/0008-5472.can-09-1043
6070,10.1073/pnas.0912811107
6071,10.1021/ac300190j
6072,10.1074/jbc.m110.136044
6073,10.1073/pnas.1203525109
6076,10.1002/pros.22730
6078,10.1186/1471-2407-14-90
6079,10.1021/cb400837t
6080,10.1517/14728222.2013.764990
6081,10.1158/0008-5472.can-13-3159
6082,10.1038/ng.2771
6084,10.1016/b978-0-12-407681-5.00002-7
6085,10.1038/ncomms9653
6086,10.1016/j.ajhg.2015.04.015
6087,10.1007/s12026-010-8179-5
6088,10.4049/jimmunol.1500623
6089,10.1371/journal.pone.0041632
6090,10.1210/en.2014-1337
6091,10.7150/ijbs.8844
6093,10.1093/ndt/gfs539
6094,10.1158/0008-5472.can-12-3191
6095,10.1158/0008-5472.can-13-2466
6096,10.1158/0008-5472.can-14-0611
6097,10.18632/oncotarget.1094
6098,10.1101/gad.2051011
6099,10.4161/cbt.12.4.15954
6100,10.18632/oncotarget.6398
6101,10.18632/oncotarget.6330
6102,10.1038/nrm3274
6103,10.1016/j.mri.2014.04.015
6104,10.1002/nbm.3071
6105,10.1002/mrm.24532
6106,10.2174/15680096113139990003
6107,10.2967/jnumed.112.105460
6108,10.2174/092986711797189673
6109,10.1021/nl201782m
6110,10.1016/j.biomaterials.2011.12.030
6111,10.1021/mp200592m
6112,10.1021/nn204625e
6113,10.1038/nnano.2014.130
6114,10.1021/nn403617j
6115,10.2174/1566524013666131111121325
6116,10.2174/1389201014666131226113300
6117,10.2217/nnm.13.177
6118,10.1038/nprot.2013.146
6119,10.2174/1566524013666131111121733
6120,10.1021/nn507241v
6121,10.2174/1568026615666150413153400
6122,10.1016/j.biomaterials.2012.02.031
6123,10.1039/c2nr31040f
6124,10.7150/thno.4756
6125,10.1021/mp300019c
6126,10.1021/mp300277f
6127,10.1039/c2cc33620k
6128,10.1038/srep05080
6129,10.1002/smll.201301174
6130,10.1002/anie.201306306
6131,10.7150/thno.5506
6132,10.2174/1566524013666131111130058
6133,10.1021/am5002585
6134,10.1007/s10456-013-9344-y
6135,10.7150/thno.8006
6136,10.1002/smll.201303627
6137,10.1021/mp500173s
6138,10.1002/adma.201401372
6139,10.1021/mp500343j
6140,10.1021/mp500115x
6141,10.1007/s00259-015-3038-1
6142,10.2967/jnumed.114.153098
6143,10.1021/ar500362y
6144,10.1021/acsnano.5b00526
6145,10.1371/journal.pone.0028005
6146,10.1007/s00259-011-1886-x
6147,10.1021/acs.bioconjchem.5b00191
6148,10.2174/1389450115666140902125657
6149,10.1158/1535-7163.mct-12-0164
6152,10.2174/187152012803529709
6155,10.1586/erv.13.47
6159,10.1016/b978-0-12-407190-2.00007-1
6162,10.4049/jimmunol.1302312
6164,10.4161/onci.24385
6167,10.1158/0008-5472.can-12-1740
6170,10.3109/02656736.2013.803607
6171,10.1002/jcp.24408
6174,10.1186/2045-824x-5-20
6176,10.1371/journal.pone.0082544
6177,10.1016/b978-0-12-800249-0.00008-1
6179,10.3389/fimmu.2014.00303
6181,10.1007/978-1-4471-6458-6_6
6183,10.1517/14728222.2014.959495
6185,10.1002/jcp.24791
6188,10.1586/14737140.2015.989838
6189,10.1016/b978-0-12-398342-8.00001-x
6191,10.1517/14728222.2013.733001
6192,10.18632/oncotarget.3544
6194,10.1007/s00345-011-0771-3
6195,10.1002/pros.21441
6196,10.1371/journal.pone.0032832
6197,10.1158/1078-0432.ccr-13-3296
6198,10.1530/erc-14-0107
6199,10.1158/1535-7163.mct-13-0208
6200,10.1016/j.ajpath.2013.03.011
6201,10.1158/1535-7163.mct-13-0027
6202,10.1002/pros.22583
6203,10.1074/jbc.m111.278705
6204,10.1002/pros.22615
6205,10.1002/pros.22819
6206,10.1158/0008-5472.can-14-3080
6207,10.1158/1535-7163.mct-14-1057
6209,10.1002/pros.22914
6210,10.1038/nm.3623
6211,10.1002/cncr.28470
6212,10.1158/1541-7786.mcr-17-0270
6213,10.1118/1.3694110
6216,10.1016/j.medengphy.2013.07.004
6218,10.1109/embc.2014.6943603
6220,10.1118/1.4925550
6221,10.1115/smasis2014-7522
6222,10.1016/j.medengphy.2015.02.013
6223,10.1115/1.4030221
6224,10.12720/joace.3.5.428-434
6225,10.12720/joace.3.5.360-367
6226,10.1155/2013/420597
6228,10.1126/scisignal.2005413
6229,10.1182/blood-2014-04-572107
6230,10.1172/jci64537
6231,10.1161/atvbaha.113.302586
6232,10.4161/epi.28710
6233,10.1007/978-1-4614-6182-1_19
6234,10.1371/journal.pone.0120628
6235,10.1002/jmri.23676
6236,10.1148/radiol.11103504
6237,10.1002/mrm.24265
6238,10.1002/nbm.3373
6239,10.1172/jci66398
6241,10.1038/onc.2013.284
6242,10.18632/oncotarget.1802
6245,10.1007/s12672-014-0177-y
6247,10.1593/neo.13784
6248,10.18632/oncotarget.2672
6249,10.1158/0008-5472.can-13-2876
