"Proposal Title","Principal Investigator","Proposal Number","Award Number","Institution","Program","Mechanism","Research Topic","Fiscal Year","Award Amount"
"The Role of Zeb1 and Epithelial-to-Mesenchymal Transition in Prostate Cancer Metastasis","BARNES, JAMES M","PC094754","W81XWH-10-1-0313","Institution: IOWA, UNIVERSITY OF","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Functional Study of Biological MoleculesSecondary: Invasion","2009","$54,414.74"
"Role of Androgen Axis in the Racial Differences of Prostate Cancer Mortality","MOHLER, JAMES L","PC094767","W81XWH-10-1-1000","Institution: HEALTH RESEARCH INC., ROSWELL PARK DIVISION","PCRP","Health Disparity Research Award - Established Investigator","Primary: Hormone ReceptorsSecondary: Biological Epidemiology","2009","$814,572.36"
"The New York University Prostate Cancer Pathology Resource Network","MELAMED, JONATHAN ","PC094786","W81XWH-10-2-0046","Institution: NEW YORK UNIVERSITY SCHOOL OF MEDICINE","PCRP","Prostate Cancer Pathology Resource Network Award-Pathology Resource Network Site only","Primary: Research Resources and Registries","2009","$1,005,715.00"
"Prostate Cancer Pathology Resource Network","TROCK, BRUCE J","PC094797","W81XWH-10-2-0056","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Prostate Cancer Pathology Resource Network Award-Coordinating Center/Pathology Resource Network Site","Primary: Research Resources and Registries","2009","$2,590,809.32"
"Prostate Cancer Pathology Resource Network (160 character limit) ","TROCK, BRUCE J","PC094797S","W81XWH-10-2-0056","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Prostate Cancer Pathology Resource Network Award-Coordinating Center/Pathology Resource Network Site","Primary: Research Resources and RegistriesSecondary: Research Resources","2009","$0.00"
"The Potential of Noncoding RNAs in Saliva and Urine as Biomarkers of Prostate Cancer","TRAN, NHAM ","PC100037","W81XWH-11-1-0400","Institution: SYDNEY, UNIVERSITY OF TECHNOLOGY","PCRP","Idea Development Award - New Investigator Option","Primary: Clinical BiomarkersSecondary: Genomics","2010","$572,878.00"
"Targeting Kinases in Prostate Cancer","GELMANN, EDWARD ","PC100082","W81XWH-11-1-0177","Institution: COLUMBIA UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: Tumor Suppressor GenesSecondary: Drug Development","2010","$720,630.00"
"Prostate Cancer Detection Using High-Spatial Resolution MRI at 7.0 Tesla: Correlation With Histopathologic Findings at Radical Prostatectomy","ROSENKRANTZ, ANDREW B","PC100090","W81XWH-11-1-0253","Institution: NEW YORK UNIVERSITY SCHOOL OF MEDICINE","PCRP","Exploration - Hypothesis Development Award","Primary: Magnetic Resonance Imaging","2010","$126,750.00"
"Synthetic Lethality as a Targeted Approach to Advanced Prostate Cancer","FALLER, DOUGLAS V","PC100093","W81XWH-11-1-0220","Institution: BOSTON UNIVERSITY MEDICAL CAMPUS","PCRP","Idea Development Award - Established Investigator","Primary: Signal TransductionSecondary: Targeted Therapies","2010","$735,082.00"
"Adenosine A3 Receptor Suppresses Prostate Cancer Metastasis by Inhibiting Lymphangiogenesis","JAJOO, SARVESH ","PC100127","W81XWH-11-1-0091","Institution: BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY","PCRP","Exploration - Hypothesis Development Award","Primary: MetastasisSecondary: Signal Transduction","2010","$109,125.00"
"Discovery of Novel Gene Elements Associated with Prostate Cancer Progression","CHINNAIYAN, ARUL M","PC100171","W81XWH-11-1-0337","Institution: MICHIGAN, UNIVERSITY OF","PCRP","Idea Development Award - Established Investigator","Primary: Genomics","2010","$699,735.00"
"Targeted Approach to Overcoming Treatment Resistance in Advanced Prostate Cancer","SCARPINATO, KARIN D","PC100211","W81XWH-11-1-0516","Institution: GEORGIA SOUTHERN UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: Drug Resistance/Multi-Drug ResistanceSecondary: Molecular and Structural Modeling","2010","$445,987.99"
"Use of eQTL Analysis for the Discovery of Target Genes Identified by GWAS","THIBODEAU, STEPHEN ","PC100238","W81XWH-11-1-0261","Institution: MAYO CLINIC","PCRP","Idea Development Award - Established Investigator","Primary: Research Resources and RegistriesSecondary: Gene and/or Environmental Epidemiology","2010","$709,650.00"
"Defining the Role of Smad7 in Prostate Cancer Progression","LIU, LIDONG ","PC100249","W81XWH-11-1-0490","Institution: BAYLOR COLLEGE OF MEDICINE","PCRP","Idea Development Award - New Investigator Option","Primary: ProgressionSecondary: Signal Transduction","2010","$701,587.00"
"Fatty Acid Synthesis and Control of Caspase 2 in Prostate Cancer","KORNBLUTH, SALLY A","PC100259","W81XWH-11-1-0290","Institution: DUKE UNIVERSITY","PCRP","Exploration - Hypothesis Development Award","Primary: Clinical BiomarkersSecondary: Metabolism","2010","$117,000.00"
"Targeting a Novel Intracellular Isoform of Osteopontin in Innate Immunity to Suppress Prostate Cancer Progression","SHINOHARA, MARI ","PC100266","W81XWH-11-1-0301","Institution: DUKE UNIVERSITY","PCRP","Idea Development Award - New Investigator Option","Primary: Tumor Immunology","2010","$698,749.99"
"microRNA Targets of Human Androgen Receptor","SHUKLA, GIRISH C","PC100273","W81XWH-11-1-0204","Institution: CLEVELAND STATE UNIVERSITY","PCRP","Exploration - Hypothesis Development Award","Primary: GenomicsSecondary: Transcription","2010","$106,500.00"
"Discoidin Domain Receptors: New Potential Targets for Prostate Cancer Invasion and Metastasis","FRIDMAN, RAFAEL A","PC100274","W81XWH-11-1-0291","Institution: WAYNE STATE UNIVERSITY","PCRP","Exploration - Hypothesis Development Award","Primary: InvasionSecondary: Functional Study of Biological Molecules","2010","$114,000.00"
"Steroid Transport Proteins in Castration-Resistant Prostate Cancer","MOSTAGHEL, ELAHE A","PC100310","W81XWH-11-2-0154","Institution: FRED HUTCHINSON CANCER RESEARCH CENTER","PCRP","Idea Development Award - Established Investigator","Primary: Endocrine  PathogenesisSecondary: Progression","2010","$779,227.90"
"The Role of Retinal Determination Gene Network (RDGN) in Hormone Signaling Transduction and Prostate Tumorigenesis","JU, XIAOMING ","PC100354","W81XWH-11-1-0303","Institution: JEFFERSON MEDICAL COLLEGE","PCRP","Idea Development Award - New Investigator Option","Primary: Hormone ReceptorsSecondary: Tumor Suppressor Genes","2010","$678,023.06"
"ELOVL6, a Link Between Lipid Metabolism and Prostate Cancer Development?","GAN, BOYI ","PC100356","W81XWH-11-1-0217","Institution: M.D. ANDERSON CANCER CENTER, UNIVERSITY OF TEXAS","PCRP","Exploration - Hypothesis Development Award","Primary: Signal TransductionSecondary: Progression","2010","$112,749.20"
"FYN Is a Key Regulator of Metastasis in Prostate Cancer","POSADAS, EDWIN ","PC100368","W81XWH-11-1-0422","Institution: CEDARS-SINAI MEDICAL CENTER","PCRP","Idea Development Award - New Investigator Option","Primary: Functional Study of Biological MoleculesSecondary: Metastasis","2010","$702,000.00"
"Avoiding microRNA Function Through Alternative Polyadenylation in Prostate Cancer","WAGNER, ERIC ","PC100374","W81XWH-11-1-0304","Institution: TEXAS, UNIVERSITY OF, HEALTH SCIENCE CENTER AT HOUSTON","PCRP","Exploration - Hypothesis Development Award","Primary: TranscriptionSecondary: Oncogenes","2010","$111,041.18"
"In Vivo Imaging of Branched Chain Amino Acid Metabolism in Prostate Cancer","SPIELMAN, DANIEL ","PC100427","W81XWH-11-1-0602","Institution: LELAND STANFORD JUNIOR UNIVERSITY, THE","PCRP","Idea Development Award - Established Investigator","Primary: Magnetic Resonance Imaging","2010","$706,735.82"
"Mitochondrial Function of a Novel Androgen Receptor Variant in Prostate Cancer","GUO, ZHIYONG ","PC100430","W81XWH-11-1-0643","Institution: MARYLAND, UNIVERSITY OF, BALTIMORE","PCRP","Idea Development Award - New Investigator Option","Primary: Functional Study of Biological MoleculesSecondary: Hormone Receptors","2010","$622,107.65"
"New Combination Therapies for Advanced Prostate Cancer Based on the Radiosensitizing Potential of 5-Azacytidine","WETERINGS, ERIC ","PC100437","W81XWH-11-1-0224","Institution: ARIZONA, UNIVERSITY OF, TUCSON","PCRP","Idea Development Award - New Investigator Option","Primary: DNA Damage and RepairSecondary: Chemotherapy","2010","$810,000.00"
"Dealing with a Prickly Situation: How Statins and Selective Estrogen Receptor Modulators Inhibit Hedgehog Signaling and Stop Prostate Cancer","LUBAHN, DENNIS B","PC100455","W81XWH-11-1-0603","Institution: MISSOURI, UNIVERSITY OF, THE CURATORS OF THE","PCRP","Idea Development Award - Established Investigator","Primary: Hormone ReceptorsSecondary: Signal Transduction","2010","$628,946.00"
"Molecular Imaging and Therapy of Prostate Cancer","CAI, WEIBO ","PC100473","W81XWH-11-1-0644","Institution: WISCONSIN, UNIVERSITY OF, MADISON","PCRP","Idea Development Award - New Investigator Option","Primary: Nuclear Medicine ImagingSecondary: Agent Development","2010","$654,418.00"
"Targeting Danger-Sensing Pattern Recognition Receptors for Prostate Cancer Therapy","FISHER, PAUL B","PC100500","W81XWH-11-1-0480","Institution: VIRGINIA COMMONWEALTH UNIVERSITY","PCRP","Synergistic Idea Development Award","Primary: Therapeutic VaccinesSecondary: Gene Therapy (Includes Vector Development)","2010","$606,723.00"
"Targeting Danger-Sensing Pattern Recognition Receptors for Prostate Cancer Therapy","WANG, XIANG-YANG ","PC100500P1","W81XWH-11-1-0481","Institution: VIRGINIA COMMONWEALTH UNIVERSITY","PCRP","Synergistic Idea Development Award","Primary: Therapeutic VaccinesSecondary: Gene Therapy (Includes Vector Development)","2010","$509,834.19"
"Novel Functions of NF-kappaB2/p52 in Androgen Receptor Signaling in CRPC","NADIMINTY, NAGALAKSHMI ","PC100502","W81XWH-11-1-0313","Institution: CALIFORNIA, UNIVERSITY OF, DAVIS","PCRP","Idea Development Award - New Investigator Option","Primary: Hormone ReceptorsSecondary: Signal Transduction","2010","$686,430.00"
"LIGHT: A Novel Immunotherapy for Primary and Metastatic Prostate Cancer","KAST, WIJBE M","PC100519","W81XWH-11-1-0518","Institution: UNIVERSITY OF SOUTHERN CALIFORNIA","PCRP","Idea Development Award - Established Investigator","Primary: Tumor ImmunologySecondary: Immunotherapies","2010","$729,000.00"
"RNASEH2A: A Putative Nononcogene Addiction Gene Target and Marker for Radiosensitivity in High-Risk Prostate Cancer","SCHAEFFER, EDWARD ","PC100534","W81XWH-11-1-0336","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Idea Development Award - New Investigator Option","Primary: Clinical BiomarkersSecondary: Genomic Instability","2010","$738,000.00"
"Targeting Antibodies Into Prostate Tumors","SCHNITZER, JAN ","PC100550","W81XWH-11-1-0693","Institution: PROTEOGENOMICS RESEARCH INSTITUTE FOR SYSTEMS MEDICINE","PCRP","Idea Development Award - Established Investigator","Primary: Targeted TherapiesSecondary: Nanotechnology","2010","$877,500.00"
"Development of Assays for Detecting Significant Prostate Cancer Based on Molecular Alterations Associated with Cancer in Non-Neoplastic Prostate Tissue","KOSARI, FARHAD ","PC100553","W81XWH-11-1-0744","Institution: MAYO CLINIC","PCRP","Idea Development Award - New Investigator Option","Primary: Clinical BiomarkersSecondary: Genomics","2010","$709,650.00"
"Development of Pain End Point Models for Use in Prostate Cancer Clinical Trials and Drug Approval","BASCH, ETHAN M","PC100563","W81XWH-11-1-0639","Institution: NORTH CAROLINA AT CHAPEL HILL, UNIVERSITY OF","PCRP","Idea Development Award - New Investigator Option","Primary: Clinical BiomarkersSecondary: Descriptive Epidemiology/ Surveillance","2010","$606,167.00"
"Role of microRNA in Aggressive Prostate Cancer","HSIEH, JER-TSONG ","PC100570","W81XWH-11-1-0491","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","PCRP","Idea Development Award - Established Investigator","Primary: Cancer Stem CellsSecondary: Functional Study of Biological Molecules","2010","$713,249.24"
"Identification of Prostate Cancer Prognostic Markers","LAPOINTE, JACQUES ","PC100606","W81XWH-11-1-0638","Institution: MCGILL UNIVERSITY HEALTH CENTRE RESEARCH INSTITUTE","PCRP","Idea Development Award - New Investigator Option","Primary: Clinical BiomarkersSecondary: Genomics","2010","$559,517.00"
"Development of a Smart Needling Device for Image-Guided Percutaneous Intervention and Delivery of Therapeutic Agents in Prostate","DICKER, ADAM ","PC100613","W81XWH-11-1-0397","Institution: JEFFERSON MEDICAL COLLEGE","PCRP","Synergistic Idea Development Award","Primary: Device DevelopmentSecondary: Digital Imaging","2010","$231,663.46"
"Development of a Smart Needling Device for Image-Guided Percutaneous Intervention and Delivery of Therapeutic Agents in Prostate","HUTAPEA, PARSAORAN ","PC100613P1","W81XWH-11-1-0398","Institution: TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION","PCRP","Synergistic Idea Development Award","Primary: Device DevelopmentSecondary: Digital Imaging","2010","$551,695.00"
"Development of a Smart Needling Device for Image-Guided Percutaneous Intervention and Delivery of Therapeutic Agents in Prostate ","PODDER, TARUN K","PC100613P2","W81XWH-11-1-0399","Institution: CASE WESTERN RESERVE UNIVERSITY","PCRP","Synergistic Idea Development Award","Primary: Device DevelopmentSecondary: Digital Imaging","2010","$299,472.00"
"Epsin: A Novel Regulator in Prostate Cancer Progression and Metastasis","CHEN, HONG ","PC100663","W81XWH-11-1-0226","Institution: OKLAHOMA MEDICAL RESEARCH FOUNDATION","PCRP","Idea Development Award - New Investigator Option","Primary: Signal TransductionSecondary: Stromal-Epithelial Interactions","2010","$709,960.00"
"A Cell-Selective Seleno-Conjugate Compound for Treatment of Human Prostate Cancer","REID, TED W","PC100682","W81XWH-11-1-0193","Institution: TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER, LUBBOCK","PCRP","Exploration - Hypothesis Development Award","Primary: Drug DevelopmentSecondary: Targeted Therapies","2010","$109,773.53"
"Evaluation of Androgen Receptor Function in Prostate Cancer Prognosis and Therapeutic Stratification","DOBI, ALBERT ","PC100700","W81XWH-11-2-0159","Performing Institution: CENTER FOR PROSTATE DISEASE RESEARCH (CPDR)Contracting Institution: HENRY M. JACKSON FOUNDATION","PCRP","Idea Development Award - Established Investigator","Primary: GenomicsSecondary: Biomarkers","2010","$504,456.44"
"Genomewide Search of Oncogenic Pathways Cooperating With ETS Fusions in Prostate Cancer","LI, ZHE ","PC100704","W81XWH-11-1-0329","Institution: BRIGHAM AND WOMEN'S HOSPITAL, INC.","PCRP","Idea Development Award - New Investigator Option","Primary: Tumor Suppressor GenesSecondary: Genomics","2010","$713,645.00"
"Echo-Planar Imaging-Based, J-Resolved Spectroscopic Imaging for Improved Metabolite Detection in Prostate Cancer","THOMAS, MICHAEL A","PC100729","W81XWH-11-1-0248","Institution: CALIFORNIA, UNIVERSITY OF, LOS ANGELES","PCRP","Idea Development Award - Established Investigator","Primary: Magnetic Resonance ImagingSecondary: Biomarkers","2010","$628,665.00"
"Inhibition of the Androgen Receptor Amino-Terminal Domain by a Small Molecule as Treatment for Castrate-Resistant Prostate Cancer","SADAR, MARIANNE ","PC100761","W81XWH-11-1-0551","Institution: PROVINCIAL HEALTH SERVICES AUTHORITY","PCRP","Synergistic Idea Development Award","Primary: Hormone ReceptorsSecondary: Hormonal Therapy","2010","$451,314.00"
"Inhibition of the Androgen Receptor Amino-Terminal Domain by a Small Molecule as Treatment for Castrate-Resistant Prostate Cancer","PLYMATE, STEPHEN R","PC100761P1","W81XWH-11-1-0552","Institution: WASHINGTON, UNIVERSITY OF","PCRP","Synergistic Idea Development Award","Primary: Hormone ReceptorsSecondary: Hormonal Therapy","2010","$558,408.00"
"Mechanisms of PAR-4-Induced Apoptosis in Advanced Prostate Cancer","LADIAS, JOHN A","PC100773","W81XWH-11-1-0180","Institution: BETH ISRAEL DEACONESS MEDICAL CENTER, BOSTON","PCRP","Idea Development Award - Established Investigator","Primary: Structural Chemistry / Structural Biology","2010","$783,000.00"
"Metabolomic Profiling of Prostate Cancer Progression During Active Surveillance","TROCK, BRUCE J","PC100802","W81XWH-11-1-0451","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: Clinical Biomarkers","2010","$664,264.00"
"Targeting the Human Complement Membrane Attack Complex To Selectively Kill Prostate Cancer Cells","DENMEADE, SAMUEL R","PC100806","W81XWH-11-1-0309","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: Targeted Therapies","2010","$738,000.00"
"Mechanisms That Regulate Dormancy and Reactivation of Disseminated Tumor Cells (DTCs)","TAICHMAN, RUSSELL ","PC100829","W81XWH-11-1-0636","Institution: MICHIGAN, UNIVERSITY OF","PCRP","Idea Development Award - Established Investigator","Primary: MetastasisSecondary: Cancer Stem Cells","2010","$698,273.00"
"Cotargeting VEGF and Neuropilins With Bevacizumab and Secreted Wnt Inhibitors in Prostate Cancer","ZI, XIAOLIN ","PC100869","W81XWH-11-1-0312","Institution: CALIFORNIA, UNIVERSITY OF, IRVINE","PCRP","Idea Development Award - Established Investigator","Primary: Anti-angiogenicsSecondary: Metastasis","2010","$568,718.26"
"A Novel Approach to Prostate Cancer Therapy: Starving Tumor Cells to Death","EDINGER, AIMEE L","PC100888","W81XWH-11-1-0535","Institution: CALIFORNIA, UNIVERSITY OF, IRVINE","PCRP","Idea Development Award - Established Investigator","Primary: Drug DevelopmentSecondary: Metabolism","2010","$667,184.66"
"Epigenetic Control of Prostate Cancer Metastasis: Role of Runx2 Phosphorylation","FRANCESCHI, RENNY T","PC100914","W81XWH-11-1-0317","Institution: MICHIGAN, UNIVERSITY OF","PCRP","Idea Development Award - Established Investigator","Primary: Translation and ModificationSecondary: Metastasis","2010","$698,342.00"
"Enhancement of Radiation Therapy in Prostate Cancer by DNA-PKcs Inhibitor","SAHA, DEBABRATA ","PC100931","W81XWH-11-1-0270","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","PCRP","Idea Development Award - New Investigator Option","Primary: RadiotherapySecondary: Chemotherapy","2010","$714,590.62"
