"","Proposal Number","Publication"
"4548","PC074116","Stackhouse DA, Sun L, Schroeck FR, et al.  2009.  Factors predicting prostatic biopsy Gleason sum under grading.  J Urol 182(1):118-122."
"4549","PC074117","Radhakrishnan P, Lin M-F, and Cheng P-W.  2009.  Elevated expression of L-selectin ligand in lymph node-derived human prostate cancer cells correlates with increased tumorigenicity.  Glycoconj J 26(1):75-81."
"4550","PC074119","Li C-W, Ai N, Dinh GK, et al.  2010.  Human ADA3 regulates RAR-alpha transcriptional activity through direct contact between LxxLL motifs and the receptor coactivator pocket.  Nucl Acid Res 38:5291-5303."
"4551","PC074126","Leyton JV, Olafsen T, Lefin EJ, et al.  2008.  Humanized radioiodinated minibody for imaging of prostate stem cell antigen-expressing tumors.  Clin Cancer Res 14(22):7488-7496.

"
"4552","PC074126","
Leyton JV, Olafsen T, Sherman MA, et al.  2009.  Engineered humanized diabodies for microPET imaging of prostate stem cell antigen-expressing tumors.  Protein Eng Des Sel 22(3):209-216.
"
"4553","PC074126","Lepin EJ, Leyton JV, Zhou Y, et. al.  2010.  An affinity matured minibody for PET imaging of prostate stem cell antigen (PSCA)-expressing tumors.  Eur J Nucl Med Mol Imaging 37(8):1529-1538."
"4554","PC074126","Knowles SM, Zettitz KA, Tavare R, et al.  2014.  Quantitiative immunoPET of prostate cancer xenografts with 89Zr- and 124l-labled anti-PSCA A11 minibody.  J Nucl Med 55(3):452-459."
"4555","PC074128","Marian CO, Yang L, Zhou Y, et al.  2011.  Evidence of epithelial to mesenchymal transition associated with increased tumorigenic potential in an immortalized normal prostate epithelial cell line.  Prostate 71:626-636."
"4556","PC074128","Marian CO, Wright WE, and Shay JW.  2010.  The effects of telomerase inhibition on prostate tumor-initiating cells.  Int J Cancer 127:321-331."
"4557","PC074128","Marian CO and Shay JW.  2009.  Prostate tumor-initiating cells: A new target for telomerase inhibition therapy? Biochim Biophys Acta 1792:289-296."
"4558","PC074133","Haga K, Tomioka A, Liao C-P, et al.  2009.  PTEN-knockout prostate cancer as a model for experimental immunotherapy.  J Urol 181:354-362."
"4559","PC074151","Sargeant AM, Rengel RC, Kulp SK, et al. 2008.  OSU-HDAC42, a histone deacetylase inhibitor, blocks prostate tumor progression in the transgenic adenocarcinoma of mouse prostate model. Cancer Res 68:399-4009."
"4560","PC074151","Berman-Booty LD, Sargeant AM, Rosol TJ, et al.  2012.  A review of the existing grading schemes and a proposal for a modified grading scheme for prostatic lesions in TRAMP mice.  Toxicol Pahtol 40:5-17."
"4561","PC074151","Weng J-R, Tsai C-H, Omar H, et al.  2009.  OSU-A9, a potent indole-3-carbinol derivative, suppresses breast tumor growth by targeting the Akt-NF-kB pathway and stress response signaling.  Carcinogenesis 30:1702-1709."
"4562","PC074151","Omar HA, Sargeant AM, Weng J-R, et al.  2009.  Targeting of the Akt-NF-kB signaling network by OSU-A9, a novel indole-3-carbinol derivative, in a mouse model of hepatocellular carcinoma.  Mol Pharmacol 76:957-968."
"4563","PC074171","Zhang C, Kallakury BV, Ross JS, et al.  2012.  The significance of TNFAIP8 in prostate cancer response to radiation and docetaxel and disease recurrence.  Int J Cancer 133(1):31-42. "
"4564","PC074201","Kerns SL, Stone NN, Stock RG, et al. 2013.  A Two-Stage Genome-Wide Association Study to Identify Single Nucleotide Polymorphisms Associated with Development of Urinary Symptoms Following Radiotherapy for Prostate Cancer. J Urol: 90(1):102-8."
"4565","PC074201","Kerns SL, Stock RG, Stone NN, et al. 2013. Genome-wide association study identifies a region on chromosome 11q14.3 associated with late rectal bleeding following radiation therapy for prostate cancer. Radiother Oncol: 107(3):372-6."
"4566","PC074201","Rosenstein BS, Capala J, Efstathiou JA, et al. 2015. How Will Big Data Improve Clinical and Basic Research in Radiation Therapy? Int J Radiat Oncol Biol Phys. 95(3):895-904."
"4567","PC074201","Kerns S, Stock R, Stone N, et al.  2013.  A two-stage genome-wide association study to identify single nucleotide polymorphisms associated with development of erectile dysfunction following radiotherapy for prostate cancer.  Int J Radiat Oncol Biol Phys 85(1):e21-28."
"4568","PC074201P1","Kerns SL, Ostrer H, Stock R, et al.  2010.  Genome-wide association study to identify single nucleotide polymorphisms (SNPs) associated with the development of erectile dysfunction in African-American men after radiotherapy for prostate cancer.  Int J Radiat Oncol Biol Phys.  78(5):1292-1300.  "
"4569","PC074228","Gelman IH, Peresie J, Eng KH, et al. 2014. Differential requirement for Src family tyrosine kinases in the initiation, progression, and metastasis of prostate cancer. Mol Cancer Res.(10):1470-9. doi: 10.1158/1541-7786.MCR-13-0490-T. Epub 2014 Jul 22."
"4570","PC074228","Su B, Gillard B, Gao L, et al. 2013. Src controls castration recurrence of CWR22 prostate cancer xenografts. Cancer Med. (6):784-92. doi: 10.1002/cam4.144. Epub 2013 Oct 11."
"4571","PC074228","Gelman IH. 2014. Androgen receptor activation in castration-recurrent prostate cancer: the role of Src-family and Ack1 tyrosine kinases. Int J Biol Sci. 2014 Jun 5;10(6):620-6. doi: 10.7150/ijbs.8264. eCollection 2014."
"4572","PC074228","Gelman IH. 2016. How the TRAMP Model Revolutionized the Study of Prostate Cancer Progression. Cancer Res. 76(21):6137-6139."
"4573","PC074253","Putzke AP, Ventura AP, Bailey AM, et al.  2011.  Metastatic progression of prostate cancer and E-cadherin regulation by ZEB1 and SRC family kinases.  Am J Pathol 179(1):400-410."
"4574","PC074262","Badaan S and Stoianovici D.  2011.  Robotic system: Past, present and future.  In: Robotics in Genitourinary Surgery (Hemal AK and Menon M, Eds.)  Springer (1st Edition), pp 655-665."
"4575","PC074262","Stoianovici D, Kim C, Srimathveeravalli G, et al. 2013.  MRI-Safe robot for endorectal prostate biopsy. IEEE/ASME Transactions on Mechatronics 99:1-11."
"4576","PC074262","Macura KJ and Stoianovici D.  2009.  Advancements in magnetic resonance guided robotic interventions in the prostate.  Topics in Magnetic Resonance Imaging 19(6)."
"4577","PC074262","Mozer P, Troccaz J, and Stoianovici D.  2011.  Robotics in urology: Past, preset, and future.  In: Atlas of Robotic Urologic Surgery Volume 1 (Su LM, Ed.)  New York Springer, ISBN 978-1-60761-025-0;  pp 3-13."
"4578","PC074262","Huang CM, Kim C, Petrisor D, et al.  2010.  Partial volume artifact on prostate ultrasound imaging.  Journal of Endourology 24:2093-2157."
"4579","PC074262","Mozer P, Troccaz J, Stoianovici D.  2009.  Urologic robots and future directions.  Curr Opin Urol 19(1):114-119."
"4580","PC074262P1","Macura KJ, and Stoianovici D.  2008.  Advancements in magnetic resonance-guided robotic interventions in the prostate.  Top Magn Reson Imaging 19(6):297-304."
"4581","PC074262P1","Mozer P, Troccaz J, and Stoianovici D.  2011.  Robotics in urology: Past, preset, and future.  In: Atlas of Robotic Urologic Surgery, Volume 1 (Su LM, Ed.).  New York Springer ISBN 978-1-60761-025-0; Pages 3-13."
"4582","PC074262P1","Stoianovici D, Kim C, Srimathveeravalli G, et al.  2013.  MRI-safe robot for transrectal prostate biopsy.  IEEE/ASME Transactions on Mechatronics."
"4583","PC074262P1","Mozer P, Troccaz J and Stoianovici D.  2009.  Urologic robots and future directions.  Curr Opin Urol 19(1):114-119."
"4584","PC074262P1","Badaan S and Stoianovici D.  2011.  Robotic system: Past, present and future.  In: Robotics in Genitourinary Surgery, 1st Edition (Hemal AK and Menon M, Eds.).  Springer ISBN 978-1-84882-113-2, Pages 655-665."
"4585","PC074289","Chou Y-W, Chaturvedi NK, Ouyang S, et al.  2011.  Histone deacetylase inhibitor valproic acid suppresses the growth and increases the androgen responsiveness of prostate cancer cells.  Cancer Lett 311(2):177-186."
"4586","PC074289","Zhang, L, Davis, JS, Zelivianski, S. et al. 2009. Suppression of ErbB-2 in androgen-independent human prostate cancer cells enhances cytotoxic effect by Gemcitabine in an androgen-reduced environment. Cancer Letters 285, 58-65."
"4587","PC074289","Chuang T-D, Chen S-J, Lin F-F, et al.  2010.  Human prostatic acid phosphatase, an authentic tyrosine phosphatase, dephosphorylates ErbB-2 and regulates prostate cancer cell growth.  J Biol Chem 285(31):23598--23606."
"4588","PC074289","Veeramani S, Chou Y-W, Lin FC, et al.  2012.  Reactive oxygen species induced by p66Shc longevity protein mediate nongenomic androgen action via tyrosine phosphorylation signaling to enhance tumorigenicity of prostate cancer cells.  Free Radical Biology and Medicine 53:95-108."
"4589","PC074289P1","Mimeault M and Batra S.  2011.  Animal models relevant to human prostate carcinogenesis underlining the critical implication of prostatic stem/progenitor cells.  Biochimica et Biophysica Acta 1816:25-37."
"4590","PC074289P1","Chuang T-D, Chen S-J, Lin F-F, et al.  2010.  Human prostatic acid phosphatase, an authentic tyrosine phosphatase, dephosphorylates ErbB-2 and regulates prostate cancer cell growth.  J Biol Chem 285(31):23598--23606.

"
"4591","PC074289P1","Mimeault M and Batra SK.  2011.  Frequent gene products and molecular pathways altered in prostate cancer- and metastasis-initiating cells and their progenies and novel promising multitargeted therapies.  Mol Med 17:949-964."
"4592","PC074289P1","Mimeault M, Johansson SL, Henichart J-P, et al.  2010.  Cytotoxic effects induced by docetaxel, gefitinib and cyclopamine on side population and non-side population cell fractions from human invasive prostate cancer cells.  Mol Cancer Ther 9(3):617-630."
"4593","PC074307","Johnson LA, Kanak MA and Kajdacsy-Balla.  2010.  Differential zinc accumulation and expression of human zinc transporter 1 (hZIP1) in prostate glands.  Methods 52(4):316-321."
"4594","PC074307P1","Sarafanov AJ, Todorov TI, Centeno JA, et al.  2011.  Prostate cancer outcome and tissue levels of metal ions.  Prostate 71:1231-1238.

"
"4595","PC074307P1","Costello L Levy B, Desouki M, et al.  2011.  Decreased zinc and downregulation of ZIP3 zinc uptake transporter in the development of pancreatic adenocarcinoma.  Cancer Biol Ther 12:297-303."
"4596","PC074307P1","Johnson LA, Kanak M, Kajdacsy-Balla A, et al.  2010.  Differential zinc accumulation and expression of human zinc transporter 1 (hZIP1) in prostate glands.  Methods 52:316-321."
"4597","PC074307P1","Mihelich BL, Khramtsova EA, Arva N, et al.  2011.  miR-183-96-182 cluster is overexpressed in prostate tissue and regulates zinc homeostasis in prostate cells.  J Biol Chem 286(52):44503-44511."
"4598","PC074307P1","Franklin RB, Levy BA, Zou J, et al. 2012.  ZIP14 zinc transporter downregulation and zinc depletion in the development and progression of hepatocellular cancer.  J Gastrointest Cancer 43:249-257."
"4599","PC074317","Tang X, Gal J, Kyprianou N et al.  2011.  Detection of microRNAs in prostate cancer cells by microRNA array.  Methods in Molecular Biology: MicroRNAs in Development 732:69-88."
"4600","PC074317","Zhu H, Zhao J, Zhu B et al.  2012.  EMMPRIN regulates cytoskeleton reorganization and prostate cancer cell invasion.  Prostate 72(1):72-81."
"4601","PC074317","Martin SK, Vaughan TB, Atkinson T, et al.  2012.  Prostate cancer biomarker update.  Oncology Reports 28:409-417."
"4602","PC074317P1","Zhu H, Zhao J, Zhu B, et al.  2012.  EMMPRIN regulates cytoskeleton reorganization and prostate cancer cell invasion. Prostate 72(1):72-81. "
"4603","PC074317P1","Martin SK, Vaughan TB, Atkinson T, et al.  2012.  Emerging biomarkers of prostate cancer. Oncology Reports 28:409-417."
"4604","PC074317P1","Desiniotis A and Kyprianou N.  2011.  Significance of talin in cancer progression and metastasis.  Int Rev Cell Mol Biol 4(289):117-147. "
"4605","PC074317P1","Tang X, Tang X, Gal J, et al.  2011.  Detection of microRNAs in prostate cancer cells by microRNA array.  Methods Mol Biol 732:69-88.  "
"4606","PC074348","Hannan R, Tumati V, Xie XJ, et al. 2016. Stereotactic body radiation therapy for low and intermediate risk prostate cancer-Results from a multi-institutional clinical trial. Eur J Cancer. 2016 May;59:142-51."
"4607","PC074348","Kim DN, Straka C, Cho LC, et al. 2017. Early and multiple PSA bounces can occur following high-dose prostate stereotactic body radiation therapy: Subset analysis of a phase 1/2 trial. Pract Radiat Oncol. 2017 Jan - Feb;7(1):e43-e49."
"4608","PC074348","Kim DW, Cho LC, Straka C, et al. 2014. Predictors of rectal tolerance observed in a dose-escalated phase 1-2 trial of stereotactic body radiation therapy for prostate cancer. Int J Radiat Oncol Biol Phys. 2014 Jul 1;89(3):509-17."
"4609","PC074348","Kim DW, Straka C, Cho LC, et al. 2014. Stereotactic Body Radiation Therapy for Prostate Cancer: Review of Experience of a Multicenter Phase I/II Dose-Escalation Study. Front Oncol. Nov 26;4:319."
"4610","PC074348","Jones BL, Gan G, Diot Q, et al. 2012. Dosimetric and deformation effects of image-guided interventions during stereotactic body radiation therapy of the prostate using an endorectal balloon. Med Phys. 2012 Jun;39(6):3080-8."
"4611","PC074348","Boike TP, Lotan Y, Cho LC, et al.  2011.  Phase I dose-escalation study of stereotactic body radiation therapy for low- and intermediate-risk prostate cancer.  J Clin Oncol 29:2020-2026."
"4612","PC080010","Wei J, Wu X, Peng Y, et al.  2011.  Regulation of HMGA1 expression by microRNA296 affects prostate cancer growth and invasion.  Clin Cancer Res 17(6):1297-1305."
"4613","PC080010","Koscuiszka M, Hatcher D, Christos PJ et al.  2012.  Impact of race on survival in patients with clinically nonmetastatic prostate cancer who deferred primary treatment.  Cancer 118(2):3145-3152."
"4614","PC080010","Daniels G, Jha R, Logan S, et al.  2014.  Androgen receptor coactivators that inhibit prostate cancer.  Am J Clin Experimental Urology 6(4):329-339."
"4615","PC080010","Daniels G, Pei Z, Logan S, et al.  2014.  Androgen receptor phosphorylation in prostsate cancer.  Am J Clin Experimental Urology 1(1):25-29."
"4616","PC080010","Singh M, Jia R, Melamed J, et al.  2014.  Stromal androgen receptor in prostate development and cancer.  Am J Path 184(10):2598-2607."
"4617","PC080010","Daniels G, Gellert LL, Zhou A, et al.  2014.  TBLR1 as an AR coactivator selectively activates AR target genes tso inhibit prostate cancer growth.  Endocrine Related Cancer 21(1):127-142."
"4618","PC080010","Singh M, Daniels D, Li Y, et al.  2013.  Expression and function of stromal androgen receptor in prostate cancer.  In: Advances in Prostate Cancer (Hamilton G, Ed.).  InTech Publishers, first edition. doi: 10.5772/45948.  Chapter 19."
"4619","PC080010","Wu X, Gong S, Roy-Burman P, et al.  2013.  Current animal and cell models in prostate cancer research.  Endocrine Related Cancer 20(4):R155-70."
"4620","PC080010","Li Y, Tian L, Ligr M, et al.  2013.  Functional domains of androgen receptor coactivator p44/Mep50/WDR77 and its interaction with Smad1.  PLoS One 8(5):e64663."
"4621","PC080010","Li Y, Zhang DY, Ren Q, et al.  2012.  Regulation of a novel androgen receptor target gene, the cyclin B1 gene, through androgen-dependent E2F family member switching.  Mol Cell Biol 32(13):2454-2466."
